"country",".key",".index",".value",".model_desc"
"ALL_COUNTRIES","actual",2010-02-07,17078.21,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-08,17438.52,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-09,19666.54,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-10,9583.09,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-11,15114.4,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-12,11393.61,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-13,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-14,17914.45,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-15,42784.781,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-16,31203.68,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-17,26616.23,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-18,35811.19,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-19,27254.86,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-20,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-21,11477.911,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-22,26359.13,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-23,22707.44,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-24,33086.291,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-25,46642.82,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-26,16703.701,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-27,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-02-28,16917.02,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-01,25831.21,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-02,26423.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-03,34114.91,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-04,32369.19,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-05,27684.73,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-06,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-07,20001.22,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-08,37256.01,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-09,22035.75,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-10,27547.43,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-11,24591.91,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-12,21712.54,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-13,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-14,9032.7,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-15,27662.451,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-16,24059.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-17,30795.24,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-18,41145.01,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-19,45764.45,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-20,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-21,20873.23,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-22,25614.49,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-23,56488.73,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-24,30179.26,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-25,38993.08,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-26,32546.05,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-27,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-28,22562.62,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-29,59935.77,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-30,38630.01,"ACTUAL"
"ALL_COUNTRIES","actual",2010-03-31,29718.33,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-01,30823.15,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-02,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-03,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-04,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-05,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-06,19476.52,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-07,34590.91,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-08,47626.52,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-09,16988.42,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-10,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-11,19967.32,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-12,27221.411,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-13,26027.6,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-14,27214.08,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-15,29613.48,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-16,19561.05,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-17,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-18,24096.88,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-19,45287.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-20,29204.7,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-21,29469.46,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-22,43505.03,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-23,16737.31,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-24,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-25,16774.12,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-26,36270.85,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-27,46378.58,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-28,32562.56,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-29,32848.171,"ACTUAL"
"ALL_COUNTRIES","actual",2010-04-30,29283,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-01,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-02,12367.83,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-03,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-04,22745.04,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-05,28118.53,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-06,54666.13,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-07,35769.25,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-08,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-09,23143.29,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-10,32948.68,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-11,28780.12,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-12,31407.31,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-13,41108.4,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-14,18895.91,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-15,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-16,18478.89,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-17,25562.62,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-18,29021.78,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-19,17831.08,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-20,25782.58,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-21,27340.92,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-22,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-23,25457.97,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-24,35831.33,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-25,22463.37,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-26,38438.24,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-27,30978.43,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-28,21906.2,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-29,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-30,10814.96,"ACTUAL"
"ALL_COUNTRIES","actual",2010-05-31,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-01,15732.15,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-02,16236.29,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-03,29651.8,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-04,21273.58,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-05,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-06,25686,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-07,49759.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-08,54433.03,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-09,38414.69,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-10,18389.4,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-11,37802.25,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-12,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-13,21616.44,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-14,24375.41,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-15,30542.48,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-16,31335.03,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-17,58225.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-18,18800.68,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-19,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-20,9113.43,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-21,21159.71,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-22,14749.68,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-23,27848.74,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-24,26729.66,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-25,17719.42,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-26,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-27,18834.32,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-28,53998.72,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-29,35141.21,"ACTUAL"
"ALL_COUNTRIES","actual",2010-06-30,34700.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-01,30314.81,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-02,16893.27,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-03,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-04,10493.66,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-05,32895.2,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-06,23503.99,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-07,32252.99,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-08,20301.63,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-09,37271.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-10,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-11,7856.43,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-12,19885.9,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-13,21056.39,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-14,23860.81,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-15,56662.69,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-16,22603.54,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-17,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-18,15214.11,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-19,30567.61,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-20,24853.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-21,22396.05,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-22,26860.99,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-23,25904.96,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-24,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-25,17431.3,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-26,25205.76,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-27,28490.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-28,23364.32,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-29,38422.54,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-30,16147.31,"ACTUAL"
"ALL_COUNTRIES","actual",2010-07-31,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-01,30724.29,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-02,29175.51,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-03,26943.48,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-04,21425.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-05,24508.48,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-06,15219.6,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-07,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-08,14147.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-09,31711.09,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-10,35820.32,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-11,23719.39,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-12,29123.13,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-13,37403.7,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-14,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-15,22356.69,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-16,20880.2,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-17,30395.63,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-18,37239.15,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-19,33052.15,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-20,25550.79,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-21,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-22,22766.81,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-23,21901.25,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-24,27485.09,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-25,31715.03,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-26,35363.46,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-27,18173.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-28,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-29,14509.78,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-30,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-08-31,35964.47,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-01,23367.55,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-02,36501.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-03,37258.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-04,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-05,12389.65,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-06,28785.63,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-07,27498.31,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-08,17635.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-09,25798.99,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-10,17639.27,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-11,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-12,15762.29,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-13,38443.68,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-14,21261.08,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-15,34838.27,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-16,40432.691,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-17,21501.73,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-18,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-19,23096.14,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-20,43949.12,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-21,62951.83,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-22,30623.8,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-23,36287.77,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-24,50511.18,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-25,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-26,21905.72,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-27,118909.67,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-28,46550.84,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-29,38789.98,"ACTUAL"
"ALL_COUNTRIES","actual",2010-09-30,51641.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-01,38701.58,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-02,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-03,38809.35,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-04,39399.48,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-05,84879.59,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-06,30927.6,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-07,54453.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-08,60336.02,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-09,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-10,23197.98,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-11,43509.87,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-12,50013.95,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-13,57949.72,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-14,87526.41,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-15,54917.81,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-16,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-17,33361.71,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-18,41548.22,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-19,50068.89,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-20,45915.42,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-21,39249.51,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-22,41150.03,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-23,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-24,28877.25,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-25,29496.94,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-26,46073.36,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-27,32986.1,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-28,34490.35,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-29,47284.2,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-30,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-10-31,30358.7,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-01,29629.93,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-02,45082.39,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-03,45438.9,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-04,90056.29,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-05,46639.15,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-06,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-07,32024.41,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-08,90952.911,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-09,66381.06,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-10,80244.63,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-11,64240.98,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-12,50851.12,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-13,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-14,29452.88,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-15,105185.54,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-16,73090.41,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-17,51724.561,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-18,45066.24,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-19,48044.49,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-20,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-21,32448.6,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-22,43278.66,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-23,58561.66,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-24,61907.52,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-25,72511.2,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-26,40570.95,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-27,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-28,27594.86,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-29,79264.06,"ACTUAL"
"ALL_COUNTRIES","actual",2010-11-30,60029.08,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-01,117921.58,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-02,95496.76,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-03,93887.42,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-04,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-05,63549.9,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-06,109660.92,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-07,199236.4,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-08,90779.96,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-09,107172.36,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-10,59182.92,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-11,0,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-12,17329.07,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-13,38006.71,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-14,45254.73,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-15,30444.62,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-16,49352.9,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-17,45418.33,"ACTUAL"
"ALL_COUNTRIES","actual",2010-12-18,0,"ACTUAL"
